transaction_id,customer_id,amount,payment_status,failure_reason,attempt_count,customer_previous_payments,customer_previous_failures,days_since_event,subscription_status,recovery_eligible,recommended_action,transaction_date,risk_score,risk_level,detected_revenue_at_risk,agent_diagnosis,agent_action,agent_confidence,agent_reason
TX00026,CUST1018,9999,success,,1,1,1,2,not_applicable,False,stop,2026-08-31 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00027,CUST1060,1299,failed,network_error,5,4,5,29,not_applicable,True,retry,2026-08-04 07:37:20,25,low,0,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00028,CUST1147,3499,success,,2,13,1,3,active,False,stop,2026-08-30 07:37:20,20,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00029,CUST1168,2499,success,,2,14,5,1,not_applicable,False,stop,2026-09-01 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00030,CUST1167,9999,success,,2,10,0,7,active,False,stop,2026-08-26 07:37:20,20,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00031,CUST1048,4999,success,,2,5,2,14,active,False,stop,2026-08-19 07:37:20,20,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00032,CUST1019,3499,failed,authentication_failed,1,1,2,17,active,False,escalate,2026-08-16 07:37:20,30,low,0,Stale recovery opportunity,stop,0.94,The transaction is outside the recovery window.
TX00033,CUST1023,999,success,,2,15,1,27,inactive,False,stop,2026-08-06 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00034,CUST1015,799,success,,2,8,3,9,inactive,False,stop,2026-08-24 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00035,CUST1178,4999,failed,insufficient_funds,2,6,2,6,active,False,escalate,2026-08-27 07:37:20,50,medium,4999,Insufficient funds,wait,0.91,Immediate repeated retries could create unnecessary payment attempts.
TX00036,CUST1148,4999,success,,2,1,0,18,inactive,False,stop,2026-08-15 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00037,CUST1128,4999,success,,1,5,0,19,active,False,stop,2026-08-14 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00038,CUST1172,999,success,,1,1,2,2,inactive,False,stop,2026-08-31 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00039,CUST1168,7999,failed,bank_declined,3,6,5,22,inactive,False,escalate,2026-08-11 07:37:20,40,medium,7999,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00040,CUST1061,1299,success,,2,14,2,29,active,False,stop,2026-08-04 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00041,CUST1002,3499,failed,authentication_failed,1,2,1,16,inactive,False,escalate,2026-08-17 07:37:20,30,low,0,Stale recovery opportunity,stop,0.94,The transaction is outside the recovery window.
TX00042,CUST1033,1999,abandoned,checkout_abandoned,0,7,2,9,active,True,reminder,2026-08-24 07:37:20,35,low,0,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.
TX00043,CUST1112,4999,failed,authentication_failed,5,0,1,29,not_applicable,False,escalate,2026-08-04 07:37:20,15,low,0,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00044,CUST1026,799,success,,1,4,2,9,not_applicable,False,stop,2026-08-24 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00045,CUST1053,1999,success,,2,15,2,28,active,False,stop,2026-08-05 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00046,CUST1023,9999,success,,2,1,0,10,active,False,stop,2026-08-23 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00047,CUST1163,1299,success,,2,13,4,0,active,False,stop,2026-09-02 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00048,CUST1019,799,success,,2,4,3,4,active,False,stop,2026-08-29 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00049,CUST1078,1999,abandoned,checkout_abandoned,0,1,1,6,not_applicable,True,reminder,2026-08-27 07:37:20,30,low,0,Checkout abandonment,reminder,0.88,Recent abandoned checkout with potential purchase intent.
TX00050,CUST1063,9999,success,,2,4,1,27,active,False,stop,2026-08-06 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00051,CUST1045,2499,success,,2,13,5,27,not_applicable,False,stop,2026-08-06 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00052,CUST1063,1299,success,,1,12,0,27,inactive,False,stop,2026-08-06 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00053,CUST1056,999,failed,insufficient_funds,3,9,1,7,active,False,escalate,2026-08-26 07:37:20,25,low,0,Insufficient funds,wait,0.91,Immediate repeated retries could create unnecessary payment attempts.
TX00054,CUST1168,999,success,,2,2,2,11,not_applicable,False,stop,2026-08-22 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00055,CUST1130,2499,failed,authentication_failed,3,0,0,28,inactive,False,escalate,2026-08-05 07:37:20,15,low,0,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00056,CUST1045,7999,abandoned,checkout_abandoned,0,8,0,3,not_applicable,True,reminder,2026-08-30 07:37:20,45,medium,7999,Checkout abandonment,reminder,0.88,Recent abandoned checkout with potential purchase intent.
TX00057,CUST1111,1999,failed,bank_declined,4,3,3,28,not_applicable,False,escalate,2026-08-05 07:37:20,25,low,0,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00058,CUST1048,1299,success,,2,0,0,11,inactive,False,stop,2026-08-22 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00059,CUST1017,9999,abandoned,checkout_abandoned,0,10,5,27,active,True,reminder,2026-08-06 07:37:20,25,low,0,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.
TX00060,CUST1184,1299,success,,2,10,3,22,inactive,False,stop,2026-08-11 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00061,CUST1141,799,success,,2,5,4,18,inactive,False,stop,2026-08-15 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00062,CUST1103,4999,failed,bank_declined,3,6,3,25,not_applicable,False,escalate,2026-08-08 07:37:20,40,medium,4999,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00063,CUST1155,9999,success,,2,14,5,6,not_applicable,False,stop,2026-08-27 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00064,CUST1121,799,failed,bank_declined,5,10,0,26,active,False,escalate,2026-08-07 07:37:20,35,low,0,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00065,CUST1172,1299,success,,1,4,0,1,active,False,stop,2026-09-01 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00066,CUST1121,7999,failed,timeout,4,13,5,18,active,True,retry,2026-08-15 07:37:20,40,medium,7999,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00067,CUST1183,2499,success,,1,4,5,22,active,False,stop,2026-08-11 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00068,CUST1192,499,failed,network_error,2,14,0,17,active,True,retry,2026-08-16 07:37:20,50,medium,499,Stale recovery opportunity,stop,0.94,The transaction is outside the recovery window.
TX00069,CUST1031,3499,success,,2,10,3,19,not_applicable,False,stop,2026-08-14 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00070,CUST1129,2499,failed,authentication_failed,4,5,5,27,inactive,False,escalate,2026-08-06 07:37:20,15,low,0,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00071,CUST1115,1299,failed,upi_failure,3,15,5,7,inactive,True,retry,2026-08-26 07:37:20,45,medium,1299,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00072,CUST1112,499,failed,network_error,3,10,2,28,not_applicable,True,retry,2026-08-05 07:37:20,35,low,0,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00073,CUST1020,799,success,,2,4,5,6,active,False,stop,2026-08-27 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00074,CUST1106,2499,success,,2,13,0,6,inactive,False,stop,2026-08-27 07:37:20,20,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00075,CUST1099,7999,abandoned,checkout_abandoned,0,0,1,15,active,True,reminder,2026-08-18 07:37:20,25,low,0,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.
TX00076,CUST1090,1299,failed,insufficient_funds,5,7,3,7,inactive,False,escalate,2026-08-26 07:37:20,20,low,0,Insufficient funds,wait,0.91,Immediate repeated retries could create unnecessary payment attempts.
TX00077,CUST1111,3499,success,,2,12,5,5,inactive,False,stop,2026-08-28 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00078,CUST1032,7999,success,,2,0,0,20,inactive,False,stop,2026-08-13 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00079,CUST1034,3499,success,,2,12,2,6,inactive,False,stop,2026-08-27 07:37:20,20,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00080,CUST1083,1999,failed,insufficient_funds,3,13,2,26,active,False,escalate,2026-08-07 07:37:20,10,low,0,Insufficient funds,wait,0.91,Immediate repeated retries could create unnecessary payment attempts.
TX00081,CUST1120,299,failed,timeout,3,7,5,2,not_applicable,True,retry,2026-08-31 07:37:20,45,medium,299,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00082,CUST1010,299,abandoned,checkout_abandoned,0,6,0,19,active,True,reminder,2026-08-14 07:37:20,20,low,0,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.
TX00083,CUST1061,799,success,,1,6,3,22,inactive,False,stop,2026-08-11 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00084,CUST1196,1999,success,,1,5,2,3,not_applicable,False,stop,2026-08-30 07:37:20,10,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00085,CUST1006,1299,failed,insufficient_funds,4,6,0,18,not_applicable,False,escalate,2026-08-15 07:37:20,10,low,0,Insufficient funds,wait,0.91,Immediate repeated retries could create unnecessary payment attempts.
TX00086,CUST1160,999,success,,2,3,4,25,active,False,stop,2026-08-08 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00087,CUST1088,4999,success,,2,2,2,0,inactive,False,stop,2026-09-02 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00088,CUST1125,499,success,,2,14,5,4,inactive,False,stop,2026-08-29 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00089,CUST1045,4999,abandoned,checkout_abandoned,0,8,4,25,not_applicable,True,reminder,2026-08-08 07:37:20,25,low,0,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.
TX00090,CUST1198,3499,success,,2,10,1,26,active,False,stop,2026-08-07 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00091,CUST1071,3499,success,,2,12,2,0,inactive,False,stop,2026-09-02 07:37:20,20,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00092,CUST1083,799,success,,2,8,2,8,not_applicable,False,stop,2026-08-25 07:37:20,10,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00093,CUST1179,1299,failed,authentication_failed,2,2,1,23,inactive,False,escalate,2026-08-10 07:37:20,20,low,0,Stale recovery opportunity,stop,0.94,The transaction is outside the recovery window.
TX00094,CUST1125,4999,failed,upi_failure,4,15,3,25,active,True,retry,2026-08-08 07:37:20,40,medium,4999,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00095,CUST1023,1299,success,,1,9,5,18,inactive,False,stop,2026-08-15 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00096,CUST1121,4999,success,,2,10,2,22,inactive,False,stop,2026-08-11 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00097,CUST1069,1299,success,,1,6,2,3,not_applicable,False,stop,2026-08-30 07:37:20,10,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00098,CUST1137,799,success,,2,8,5,18,not_applicable,False,stop,2026-08-15 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00099,CUST1152,1299,abandoned,checkout_abandoned,0,6,2,7,inactive,True,reminder,2026-08-26 07:37:20,35,low,0,Checkout abandonment,reminder,0.88,Recent abandoned checkout with potential purchase intent.
TX00100,CUST1045,1299,success,,1,8,0,1,not_applicable,False,stop,2026-09-01 07:37:20,10,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00101,CUST1074,799,failed,insufficient_funds,1,0,1,15,inactive,False,escalate,2026-08-18 07:37:20,20,low,0,Insufficient funds,wait,0.91,Immediate repeated retries could create unnecessary payment attempts.
TX00102,CUST1112,1999,success,,1,8,3,3,active,False,stop,2026-08-30 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00103,CUST1102,3499,success,,1,4,1,25,not_applicable,False,stop,2026-08-08 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00104,CUST1077,499,abandoned,checkout_abandoned,0,3,4,24,inactive,True,reminder,2026-08-09 07:37:20,10,low,0,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.
TX00105,CUST1155,7999,failed,network_error,5,12,3,29,inactive,True,retry,2026-08-04 07:37:20,40,medium,7999,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00106,CUST1076,7999,abandoned,checkout_abandoned,0,9,4,19,active,True,reminder,2026-08-14 07:37:20,25,low,0,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.
TX00107,CUST1156,499,abandoned,checkout_abandoned,0,6,5,6,inactive,True,reminder,2026-08-27 07:37:20,30,low,0,Checkout abandonment,reminder,0.88,Recent abandoned checkout with potential purchase intent.
TX00108,CUST1169,499,success,,1,2,1,0,inactive,False,stop,2026-09-02 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00109,CUST1115,7999,success,,1,7,2,22,inactive,False,stop,2026-08-11 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00110,CUST1179,3499,success,,1,8,5,18,not_applicable,False,stop,2026-08-15 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00111,CUST1050,2499,success,,1,4,2,26,active,False,stop,2026-08-07 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00112,CUST1018,299,success,,2,9,3,3,inactive,False,stop,2026-08-30 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00113,CUST1176,1299,failed,bank_declined,5,15,3,2,not_applicable,False,escalate,2026-08-31 07:37:20,45,medium,1299,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00114,CUST1010,2499,failed,authentication_failed,3,0,0,7,not_applicable,False,escalate,2026-08-26 07:37:20,30,low,0,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00115,CUST1147,7999,abandoned,checkout_abandoned,0,8,4,1,active,True,reminder,2026-09-01 07:37:20,40,medium,7999,Checkout abandonment,reminder,0.88,Recent abandoned checkout with potential purchase intent.
TX00116,CUST1120,4999,failed,bank_declined,2,13,5,26,inactive,True,retry,2026-08-07 07:37:20,55,medium,4999,Stale recovery opportunity,stop,0.94,The transaction is outside the recovery window.
TX00117,CUST1023,3499,success,,2,10,5,3,active,False,stop,2026-08-30 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00118,CUST1084,2499,failed,bank_declined,4,1,1,2,inactive,False,escalate,2026-08-31 07:37:20,55,medium,2499,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00119,CUST1064,1999,success,,2,0,1,13,active,False,stop,2026-08-20 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00120,CUST1048,4999,success,,2,14,0,6,inactive,False,stop,2026-08-27 07:37:20,20,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00121,CUST1140,799,abandoned,checkout_abandoned,0,14,5,15,active,True,reminder,2026-08-18 07:37:20,15,low,0,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.
TX00122,CUST1007,9999,failed,network_error,2,9,4,0,not_applicable,True,retry,2026-09-02 07:37:20,70,high,9999,Temporary payment failure,retry,0.92,Failure appears temporary and the customer has not exceeded the retry limit.
TX00123,CUST1104,499,success,,1,14,0,20,active,False,stop,2026-08-13 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00124,CUST1127,1299,success,,2,13,3,15,active,False,stop,2026-08-18 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00125,CUST1116,4999,success,,1,4,0,8,inactive,False,stop,2026-08-25 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00126,CUST1087,4999,success,,1,9,5,9,not_applicable,False,stop,2026-08-24 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00127,CUST1148,9999,success,,1,14,4,15,inactive,False,stop,2026-08-18 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00128,CUST1085,4999,failed,insufficient_funds,4,10,1,22,active,False,escalate,2026-08-11 07:37:20,20,low,0,Insufficient funds,wait,0.91,Immediate repeated retries could create unnecessary payment attempts.
TX00129,CUST1146,2499,success,,2,1,1,23,inactive,False,stop,2026-08-10 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00130,CUST1180,2499,success,,1,15,0,4,not_applicable,False,stop,2026-08-29 07:37:20,20,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00131,CUST1151,1999,abandoned,checkout_abandoned,0,14,0,16,inactive,True,reminder,2026-08-17 07:37:20,20,low,0,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.
TX00132,CUST1003,799,success,,1,2,3,25,inactive,False,stop,2026-08-08 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00133,CUST1086,7999,failed,upi_failure,1,10,5,27,not_applicable,True,retry,2026-08-06 07:37:20,55,medium,7999,Stale recovery opportunity,stop,0.94,The transaction is outside the recovery window.
TX00134,CUST1097,1999,failed,insufficient_funds,5,1,2,2,active,False,escalate,2026-08-31 07:37:20,20,low,0,Insufficient funds,wait,0.91,Immediate repeated retries could create unnecessary payment attempts.
TX00135,CUST1161,9999,abandoned,checkout_abandoned,0,7,5,2,inactive,True,reminder,2026-08-31 07:37:20,40,medium,9999,Checkout abandonment,reminder,0.88,Recent abandoned checkout with potential purchase intent.
TX00136,CUST1025,9999,failed,timeout,4,5,5,9,active,True,retry,2026-08-24 07:37:20,55,medium,9999,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00137,CUST1011,1999,failed,bank_declined,3,11,3,4,active,False,escalate,2026-08-29 07:37:20,45,medium,1999,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00138,CUST1135,2499,failed,network_error,2,5,0,19,inactive,True,retry,2026-08-14 07:37:20,60,medium,2499,Stale recovery opportunity,stop,0.94,The transaction is outside the recovery window.
TX00139,CUST1158,9999,success,,1,7,3,20,inactive,False,stop,2026-08-13 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00140,CUST1117,1299,failed,insufficient_funds,3,5,0,14,inactive,False,escalate,2026-08-19 07:37:20,25,low,0,Insufficient funds,wait,0.91,Immediate repeated retries could create unnecessary payment attempts.
TX00141,CUST1150,1299,failed,insufficient_funds,3,14,2,6,inactive,False,escalate,2026-08-27 07:37:20,25,low,0,Insufficient funds,wait,0.91,Immediate repeated retries could create unnecessary payment attempts.
TX00142,CUST1123,499,success,,2,9,5,9,active,False,stop,2026-08-24 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00143,CUST1168,2499,success,,1,15,2,24,active,False,stop,2026-08-09 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00144,CUST1155,1999,success,,1,8,5,24,not_applicable,False,stop,2026-08-09 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00145,CUST1196,9999,failed,network_error,1,1,1,25,inactive,True,retry,2026-08-08 07:37:20,55,medium,9999,Stale recovery opportunity,stop,0.94,The transaction is outside the recovery window.
TX00146,CUST1008,7999,success,,1,2,2,10,not_applicable,False,stop,2026-08-23 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00147,CUST1106,799,success,,2,8,1,8,inactive,False,stop,2026-08-25 07:37:20,10,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00148,CUST1075,1999,failed,insufficient_funds,1,4,1,27,not_applicable,False,escalate,2026-08-06 07:37:20,20,low,0,Insufficient funds,wait,0.91,Immediate repeated retries could create unnecessary payment attempts.
TX00149,CUST1185,9999,abandoned,checkout_abandoned,0,11,0,25,inactive,True,reminder,2026-08-08 07:37:20,30,low,0,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.
TX00150,CUST1003,1299,success,,2,11,5,23,not_applicable,False,stop,2026-08-10 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00151,CUST1067,7999,success,,2,3,1,15,active,False,stop,2026-08-18 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00152,CUST1158,4999,success,,1,2,3,29,not_applicable,False,stop,2026-08-04 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00153,CUST1077,9999,success,,1,1,0,9,inactive,False,stop,2026-08-24 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00154,CUST1029,499,success,,1,12,3,11,not_applicable,False,stop,2026-08-22 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00155,CUST1190,4999,success,,1,13,5,3,inactive,False,stop,2026-08-30 07:37:20,15,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00156,CUST1157,2499,abandoned,checkout_abandoned,0,8,0,22,inactive,True,reminder,2026-08-11 07:37:20,30,low,0,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.
TX00157,CUST1055,3499,success,,1,11,0,21,inactive,False,stop,2026-08-12 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00158,CUST1139,9999,success,,2,8,1,30,active,False,stop,2026-08-03 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00159,CUST1116,499,failed,upi_failure,5,0,0,25,inactive,True,retry,2026-08-08 07:37:20,30,low,0,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.
TX00160,CUST1062,799,failed,network_error,1,6,4,6,active,True,retry,2026-08-27 07:37:20,60,medium,799,Temporary payment failure,retry,0.92,Failure appears temporary and the customer has not exceeded the retry limit.
TX00161,CUST1084,799,failed,authentication_failed,1,8,1,4,not_applicable,False,escalate,2026-08-29 07:37:20,40,medium,799,Low recovery probability,stop,0.76,Available evidence does not justify another recovery attempt.
TX00162,CUST1064,799,success,,1,4,0,11,active,False,stop,2026-08-22 07:37:20,5,low,0,Payment already successful,stop,0.99,No recovery is required.
TX00163,CUST1150,1999,success,,2,1,0,23,inactive,False,stop,2026-08-10 07:37:20,0,low,0,Payment already successful,stop,0.99,No recovery is required.
