transaction_id,customer_id,amount,payment_status,agent_action,execution_status,recovery_status,recovered_amount,policy_reason,execution_message,executed_at
TX00026,CUST1018,9999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00027,CUST1060,1299.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00028,CUST1147,3499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00029,CUST1168,2499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00030,CUST1167,9999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00031,CUST1048,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00032,CUST1019,3499.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00033,CUST1023,999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00034,CUST1015,799.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00035,CUST1178,4999.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00036,CUST1148,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00037,CUST1128,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00038,CUST1172,999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00039,CUST1168,7999.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00040,CUST1061,1299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00041,CUST1002,3499.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00042,CUST1033,1999.0,abandoned,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00043,CUST1112,4999.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00044,CUST1026,799.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00045,CUST1053,1999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00046,CUST1023,9999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00047,CUST1163,1299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00048,CUST1019,799.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00049,CUST1078,1999.0,abandoned,reminder,SIMULATED,FOLLOW_UP,0.0,Transaction passed all recovery policy checks.,Recovery reminder scheduled in Test Mode simulation.,2026-09-04 23:17:30
TX00050,CUST1063,9999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00051,CUST1045,2499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00052,CUST1063,1299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00053,CUST1056,999.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00054,CUST1168,999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00055,CUST1130,2499.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00056,CUST1045,7999.0,abandoned,reminder,SIMULATED,FOLLOW_UP,0.0,Transaction passed all recovery policy checks.,Recovery reminder scheduled in Test Mode simulation.,2026-09-04 23:17:30
TX00057,CUST1111,1999.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00058,CUST1048,1299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00059,CUST1017,9999.0,abandoned,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00060,CUST1184,1299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00061,CUST1141,799.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00062,CUST1103,4999.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00063,CUST1155,9999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00064,CUST1121,799.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00065,CUST1172,1299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00066,CUST1121,7999.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00067,CUST1183,2499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00068,CUST1192,499.0,failed,retry,BLOCKED,not_attempted,0.0,Maximum retry attempts reached.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00069,CUST1031,3499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00070,CUST1129,2499.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00071,CUST1115,1299.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00072,CUST1112,499.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00073,CUST1020,799.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00074,CUST1106,2499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00075,CUST1099,7999.0,abandoned,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00076,CUST1090,1299.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00077,CUST1111,3499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00078,CUST1032,7999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00079,CUST1034,3499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00080,CUST1083,1999.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00081,CUST1120,299.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00082,CUST1010,299.0,abandoned,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00083,CUST1061,799.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00084,CUST1196,1999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00085,CUST1006,1299.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00086,CUST1160,999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00087,CUST1088,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00088,CUST1125,499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00089,CUST1045,4999.0,abandoned,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00090,CUST1198,3499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00091,CUST1071,3499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00092,CUST1083,799.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00093,CUST1179,1299.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00094,CUST1125,4999.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00095,CUST1023,1299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00096,CUST1121,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00097,CUST1069,1299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00098,CUST1137,799.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00099,CUST1152,1299.0,abandoned,reminder,SIMULATED,FOLLOW_UP,0.0,Transaction passed all recovery policy checks.,Recovery reminder scheduled in Test Mode simulation.,2026-09-04 23:17:30
TX00100,CUST1045,1299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00101,CUST1074,799.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00102,CUST1112,1999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00103,CUST1102,3499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00104,CUST1077,499.0,abandoned,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00105,CUST1155,7999.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00106,CUST1076,7999.0,abandoned,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00107,CUST1156,499.0,abandoned,reminder,SIMULATED,FOLLOW_UP,0.0,Transaction passed all recovery policy checks.,Recovery reminder scheduled in Test Mode simulation.,2026-09-04 23:17:30
TX00108,CUST1169,499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00109,CUST1115,7999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00110,CUST1179,3499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00111,CUST1050,2499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00112,CUST1018,299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00113,CUST1176,1299.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00114,CUST1010,2499.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00115,CUST1147,7999.0,abandoned,reminder,SIMULATED,FOLLOW_UP,0.0,Transaction passed all recovery policy checks.,Recovery reminder scheduled in Test Mode simulation.,2026-09-04 23:17:30
TX00116,CUST1120,4999.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00117,CUST1023,3499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00118,CUST1084,2499.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00119,CUST1064,1999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00120,CUST1048,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00121,CUST1140,799.0,abandoned,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00122,CUST1007,9999.0,failed,retry,BLOCKED,not_attempted,0.0,Maximum retry attempts reached.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00123,CUST1104,499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00124,CUST1127,1299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00125,CUST1116,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00126,CUST1087,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00127,CUST1148,9999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00128,CUST1085,4999.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00129,CUST1146,2499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00130,CUST1180,2499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00131,CUST1151,1999.0,abandoned,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00132,CUST1003,799.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00133,CUST1086,7999.0,failed,retry,BLOCKED,not_attempted,0.0,Transaction is outside the 7-day recovery window.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00134,CUST1097,1999.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00135,CUST1161,9999.0,abandoned,reminder,SIMULATED,FOLLOW_UP,0.0,Transaction passed all recovery policy checks.,Recovery reminder scheduled in Test Mode simulation.,2026-09-04 23:17:30
TX00136,CUST1025,9999.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00137,CUST1011,1999.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00138,CUST1135,2499.0,failed,retry,BLOCKED,not_attempted,0.0,Maximum retry attempts reached.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00139,CUST1158,9999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00140,CUST1117,1299.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00141,CUST1150,1299.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00142,CUST1123,499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00143,CUST1168,2499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00144,CUST1155,1999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00145,CUST1196,9999.0,failed,retry,BLOCKED,not_attempted,0.0,Transaction is outside the 7-day recovery window.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00146,CUST1008,7999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00147,CUST1106,799.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00148,CUST1075,1999.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00149,CUST1185,9999.0,abandoned,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00150,CUST1003,1299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00151,CUST1067,7999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00152,CUST1158,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00153,CUST1077,9999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00154,CUST1029,499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00155,CUST1190,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00156,CUST1157,2499.0,abandoned,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00157,CUST1055,3499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00158,CUST1139,9999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00159,CUST1116,499.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00160,CUST1062,799.0,failed,retry,SIMULATED,RECOVERED,799.0,Transaction passed all recovery policy checks.,Payment retry succeeded in Test Mode simulation.,2026-09-04 23:17:30
TX00161,CUST1084,799.0,failed,stop,BLOCKED,not_attempted,0.0,Action 'stop' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00162,CUST1064,799.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00163,CUST1150,1999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00164,CUST1134,499.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00165,CUST1115,4999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00166,CUST1015,3499.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00167,CUST1018,499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00168,CUST1162,7999.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00169,CUST1116,4999.0,failed,retry,BLOCKED,not_attempted,0.0,Transaction is outside the 7-day recovery window.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00170,CUST1105,1999.0,failed,escalate,BLOCKED,not_attempted,0.0,Action 'escalate' is not executable by the recovery policy.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00171,CUST1170,1299.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00172,CUST1023,2499.0,success,stop,BLOCKED,not_attempted,0.0,Payment is already successful.,Recovery action blocked by policy governance.,2026-09-04 23:17:30
