transaction_id,customer_id,amount,payment_status,failure_reason,risk_score,risk_level,agent_diagnosis,agent_action,agent_confidence,agent_reason,policy_decision,policy_reason,execution_status,recovery_status,recovered_amount,execution_message,executed_at
TX00075,CUST1099,7999.0,abandoned,checkout_abandoned,25,low,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00076,CUST1090,1299.0,failed,insufficient_funds,20,low,Insufficient funds,escalate,0.91,Immediate repeated retries could create unnecessary payment attempts.,BLOCK,Action 'escalate' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00077,CUST1111,3499.0,success,unknown,15,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00078,CUST1032,7999.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00079,CUST1034,3499.0,success,unknown,20,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00080,CUST1083,1999.0,failed,insufficient_funds,10,low,Insufficient funds,escalate,0.91,Immediate repeated retries could create unnecessary payment attempts.,BLOCK,Action 'escalate' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00081,CUST1120,299.0,failed,timeout,45,medium,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00082,CUST1010,299.0,abandoned,checkout_abandoned,20,low,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00083,CUST1061,799.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00084,CUST1196,1999.0,success,unknown,10,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00085,CUST1006,1299.0,failed,insufficient_funds,10,low,Insufficient funds,escalate,0.91,Immediate repeated retries could create unnecessary payment attempts.,BLOCK,Action 'escalate' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00086,CUST1160,999.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00087,CUST1088,4999.0,success,unknown,15,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00088,CUST1125,499.0,success,unknown,5,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00089,CUST1045,4999.0,abandoned,checkout_abandoned,25,low,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00090,CUST1198,3499.0,success,unknown,5,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00091,CUST1071,3499.0,success,unknown,20,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00092,CUST1083,799.0,success,unknown,10,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00093,CUST1179,1299.0,failed,authentication_failed,20,low,Stale recovery opportunity,stop,0.94,The transaction is outside the recovery window.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00094,CUST1125,4999.0,failed,upi_failure,40,medium,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00095,CUST1023,1299.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00096,CUST1121,4999.0,success,unknown,5,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00097,CUST1069,1299.0,success,unknown,10,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00098,CUST1137,799.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00099,CUST1152,1299.0,abandoned,checkout_abandoned,35,low,Checkout abandonment,reminder,0.88,Recent abandoned checkout with potential purchase intent.,ALLOW,Transaction passed all recovery policy checks.,SIMULATED,FOLLOW_UP,0.0,Recovery reminder scheduled in Test Mode simulation.,2026-09-04 23:17:30
TX00100,CUST1045,1299.0,success,unknown,10,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00101,CUST1074,799.0,failed,insufficient_funds,20,low,Insufficient funds,escalate,0.91,Immediate repeated retries could create unnecessary payment attempts.,BLOCK,Action 'escalate' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00102,CUST1112,1999.0,success,unknown,5,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00103,CUST1102,3499.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00104,CUST1077,499.0,abandoned,checkout_abandoned,10,low,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00105,CUST1155,7999.0,failed,network_error,40,medium,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00106,CUST1076,7999.0,abandoned,checkout_abandoned,25,low,Stale abandoned checkout,stop,0.82,The abandoned checkout is too old for an immediate recovery attempt.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00107,CUST1156,499.0,abandoned,checkout_abandoned,30,low,Checkout abandonment,reminder,0.88,Recent abandoned checkout with potential purchase intent.,ALLOW,Transaction passed all recovery policy checks.,SIMULATED,FOLLOW_UP,0.0,Recovery reminder scheduled in Test Mode simulation.,2026-09-04 23:17:30
TX00108,CUST1169,499.0,success,unknown,5,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00109,CUST1115,7999.0,success,unknown,5,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00110,CUST1179,3499.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00111,CUST1050,2499.0,success,unknown,0,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00112,CUST1018,299.0,success,unknown,5,low,Payment already successful,stop,0.99,No recovery is required.,BLOCK,Payment is already successful.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00113,CUST1176,1299.0,failed,bank_declined,45,medium,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
TX00114,CUST1010,2499.0,failed,authentication_failed,30,low,Retry limit reached,stop,0.97,Maximum retry attempts have already been reached.,BLOCK,Action 'stop' is not executable by the recovery policy.,BLOCKED,not_attempted,0.0,Recovery action blocked by policy governance.,2026-09-04 23:17:30
